,w,i,e,d,r,a,u,f,n,h,m, ,s,t,z,g,p,o,c,k,l,ã,¤,",",1,7,.,b,¼,j,ÿ,¶,"""",-,v,(,),x,?,4,3,6,q,!,y,9,8,­,¡,0,„,:,³,;,5,2,/,–,%,œ,â,º,©
m,0.00282326369282891,0.16826651609260304,0.23489553924336534,0.0016939582156973462,0.0008469791078486731,0.06324110671936758,0.02766798418972332,0.003105590062111801,0.001129305477131564,0.0,0.13749294184076793,0.20835686053077357,0.018633540372670808,0.016657255787690572,0.001411631846414455,0.002540937323546019,0.012422360248447204,0.020327498588368152,0.000564652738565782,0.0033879164313946925,0.003105590062111801,0.05731225296442688,0.0,0.005081874647092038,0.0,0.0,0.0016939582156973462,0.004799548277809147,0.0,0.0,0.0,0.0,0.0,0.000564652738565782,0.000564652738565782,0.001411631846414455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ,0.05793759118934438,0.06066738833717701,0.06932743446133571,0.17640137431166752,0.021132395161669884,0.0703158092907234,0.05341930625500071,0.033181154986586345,0.02715677507412811,0.030780816115216266,0.04028804066456441,0.0,0.06975102367393043,0.009554290017414223,0.036146279474749375,0.03487551183696522,0.02762742975478891,0.006306772720854709,0.0020238151268414366,0.031816256412670024,0.01637878288699581,0.01143690874005742,0.0,9.413093613215984e-05,0.003341648232691674,9.413093613215984e-05,4.706546806607992e-05,0.048336235703864076,0.0,0.006636230997317269,0.0,0.0,0.0007530474890572787,0.00541252882759919,0.04282957594013272,0.0007530474890572787,9.413093613215984e-05,4.706546806607992e-05,0.0,0.0002353273403303996,0.0002353273403303996,9.413093613215984e-05,0.0006118510848590389,0.0,0.0,0.0002823928083964795,0.00014119640419823975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018826187226431967,0.0024944698075022357,0.0,0.0,0.0006589165529251188,0.0,9.413093613215984e-05,0.0,0.0
s,0.005332656170644997,0.12468257998984256,0.13522092432706959,0.0021584560690705943,0.003809040121889284,0.03313864906043677,0.0063484002031488065,0.007618080243778568,0.0016505840528186896,0.005332656170644997,0.0035551041137633316,0.1664550533265617,0.07160995429151853,0.16899441340782123,0.0021584560690705943,0.006729304215337735,0.03339258506856272,0.05078720162519045,0.12328593194514982,0.004189944134078212,0.005967496190959878,0.00558659217877095,0.0,0.007618080243778568,0.0,0.0,0.003301168105637379,0.010792280345352971,0.0,0.00025393600812595224,0.0,0.0,0.0,0.0022854240731335703,0.00393600812595226,0.0,0.0007618080243778568,0.0,0.00012696800406297612,0.0,0.0,0.0,0.0006348400203148807,0.0,0.0011427120365667851,0.0,0.0,0.0,0.0,0.0,0.0,0.0007618080243778568,0.0,0.00025393600812595224,0.0,0.0,0.00012696800406297612,0.0,0.0,0.0,0.0,0.0,0.0
t,0.01827741612418628,0.10540811216825238,0.2457436154231347,0.0,0.06171757636454682,0.03905858788182273,0.036930395593390085,0.0013770655983975965,0.0038808212318477715,0.0048823234852278415,0.0008763144717075614,0.21044066099148723,0.05207811717576365,0.03392588883324987,0.034176264396594894,0.009263895843765649,0.001126690035052579,0.008637956935403104,0.0,0.00012518778167250875,0.03254882323485228,0.02303455182774161,0.0,0.039809714571857786,0.0,0.0,0.02616424636955433,0.005132699048572859,0.0,0.0,0.0,0.0,0.0,0.0002503755633450175,0.00100150225338007,0.0,0.0,0.0,0.0006259389083625439,0.0,0.0,0.0,0.00012518778167250875,0.00200300450676014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00100150225338007,0.0,0.0003755633450175263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z,0.05958230958230958,0.14557739557739557,0.16953316953316952,0.0,0.0006142506142506142,0.009828009828009828,0.46253071253071254,0.0,0.0,0.0,0.0012285012285012285,0.057125307125307126,0.0006142506142506142,0.051597051597051594,0.0,0.0006142506142506142,0.0,0.009213759213759214,0.0,0.0,0.009213759213759214,0.016584766584766583,0.0,0.002457002457002457,0.0,0.0,0.0012285012285012285,0.0018427518427518428,0.0,0.0,0.0,0.0,0.0,0.0006142506142506142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
g,0.0004601932811780948,0.07248044178554994,0.44040497008743673,0.0002300966405890474,0.053382420616658995,0.02393005062126093,0.030602853198343303,0.0018407731247123793,0.006902899217671422,0.0004601932811780948,0.0,0.19489185457892313,0.04555913483663138,0.032213529682466636,0.0006902899217671422,0.0,0.0002300966405890474,0.0020708697653014268,0.0,0.015876668200644272,0.04555913483663138,0.007132995858260469,0.0,0.01840773124712379,0.0,0.0,0.005752416014726185,0.0,0.0,0.0,0.0,0.0,0.0,0.0004601932811780948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004601932811780948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p,0.0,0.026194144838212634,0.08320493066255778,0.0,0.3489984591679507,0.14021571648690292,0.0485362095531587,0.03312788906009245,0.0,0.01926040061633282,0.0,0.00847457627118644,0.0015408320493066256,0.032357473035439135,0.0,0.0,0.013097072419106317,0.11864406779661017,0.0,0.0007704160246533128,0.04391371340523883,0.07627118644067797,0.0,0.0023112480739599386,0.0,0.0,0.0007704160246533128,0.0,0.0,0.0,0.0,0.0,0.0,0.0023112480739599386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
o,0.010568031704095112,0.0010568031704095112,0.004227212681638045,0.03276089828269485,0.17542932628797886,0.0002642007926023778,0.003170409511228534,0.014002642007926024,0.295112285336856,0.021136063408190225,0.08824306472919419,0.027212681638044914,0.025891677675033024,0.015323645970937912,0.017437252311756937,0.030911492734478203,0.043593130779392336,0.003170409511228534,0.04095112285336856,0.011624834874504624,0.095112285336856,0.010039630118890357,0.0,0.0023778071334214002,0.0,0.0,0.0002642007926023778,0.022457067371202115,0.0,0.002642007926023778,0.0,0.0,0.0,0.0021136063408190224,0.0018494055482166448,0.0,0.0,0.0010568031704095112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c,0.0,0.0020768431983385254,0.007009345794392523,0.0,0.0010384215991692627,0.0010384215991692627,0.0005192107995846313,0.0,0.0,0.9314641744548287,0.0,0.0010384215991692627,0.0,0.0,0.0,0.0,0.0,0.0036344755970924196,0.0005192107995846313,0.04880581516095535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005192107995846313,0.0,0.0,0.00025960539979231567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020768431983385254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k,0.006272869837950863,0.0036591740721380033,0.17250392054364871,0.0,0.02561421850496602,0.06743335075797177,0.045478306325143755,0.0010454783063251437,0.0031364349189754314,0.0010454783063251437,0.0020909566126502874,0.05384213277574491,0.035023523261892314,0.18348144276006273,0.00575013068478829,0.0010454783063251437,0.0,0.25405122843700995,0.0,0.0,0.07788813382122321,0.043387349712493466,0.0,0.01097752221641401,0.0,0.0,0.0026136957658128594,0.0015682174594877157,0.0,0.0,0.0,0.0,0.0,0.0,0.0005227391531625719,0.0010454783063251437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005227391531625719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l,0.001912960306073649,0.21377331420373027,0.20851267336202775,0.012673362027737924,0.001673840267814443,0.09038737446197992,0.04232424677187949,0.00741272118603539,0.010521281683405069,0.0007173601147776184,0.0009564801530368245,0.05834528933524629,0.038498326159732185,0.06551889048302248,0.002152080344332855,0.018412242945958873,0.009564801530368245,0.020086083213773313,0.0040650406504065045,0.0023912003825920613,0.11477761836441894,0.04160688665710186,0.0,0.003347680535628886,0.0,0.0,0.002152080344332855,0.018173122907699665,0.0,0.0,0.0,0.0,0.0,0.0040650406504065045,0.0014347202295552368,0.0,0.00023912003825920613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003825920612147298,0.0,0.0,0.0,0.0,0.0,0.0,0.00023912003825920613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023912003825920613,0.0,0.0
ã,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3339023557528167,0.0,0.0,0.0,0.0,0.0,0.30488221235916696,0.0,0.21474906111300784,0.11676340047797883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003414134516899966,0.0010242403550699897,0.0,0.01707067258449983,0.0,0.001707067258449983,0.0,0.0,0.0,0.0,0.004438374871969956,0.0,0.004438374871969956,0.0,0.0,0.0006828269033799932
¤,0.0,0.09202453987730061,0.0,0.016359918200409,0.07566462167689161,0.0,0.0541922290388548,0.05112474437627812,0.1656441717791411,0.0869120654396728,0.024539877300613498,0.0,0.1574642126789366,0.1359918200408998,0.002044989775051125,0.041922290388548056,0.0,0.0,0.044989775051124746,0.0,0.03169734151329243,0.015337423312883436,0.0,0.0,0.0,0.0,0.0,0.002044989775051125,0.0,0.0,0.0,0.0,0.0,0.0,0.002044989775051125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
",",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9971493728620296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005701254275940707,0.0005701254275940707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005701254275940707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011402508551881414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08396946564885496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022900763358778626,0.030534351145038167,0.015267175572519083,0.03816793893129771,0.0,0.0,0.0,0.0,0.0,0.0,0.08396946564885496,0.0,0.0,0.0,0.0,0.0,0.015267175572519083,0.007633587786259542,0.022900763358778626,0.0,0.0,0.0,0.3969465648854962,0.022900763358778626,0.0,0.0,0.12213740458015267,0.0,0.0,0.0,0.0,0.05343511450381679,0.07633587786259542,0.007633587786259542,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47368421052631576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.05263157894736842,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0
.,0.10526315789473684,0.14421052631578948,0.05368421052631579,0.25684210526315787,0.002105263157894737,0.05157894736842105,0.030526315789473683,0.03684210526315789,0.016842105263157894,0.06526315789473684,0.024210526315789474,0.03894736842105263,0.04,0.0010526315789473684,0.03263157894736842,0.010526315789473684,0.002105263157894737,0.002105263157894737,0.0,0.004210526315789474,0.010526315789473684,0.002105263157894737,0.0,0.0010526315789473684,0.0010526315789473684,0.0,0.002105263157894737,0.014736842105263158,0.0,0.010526315789473684,0.0,0.0,0.0,0.0,0.02,0.00631578947368421,0.007368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004210526315789474,0.0,0.0,0.0,0.0,0.0,0.0010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b,0.004493464052287581,0.06004901960784314,0.6650326797385621,0.0,0.029411764705882353,0.03839869281045752,0.009395424836601307,0.0008169934640522876,0.005718954248366013,0.0016339869281045752,0.0,0.029411764705882353,0.04779411764705882,0.016339869281045753,0.010212418300653595,0.014297385620915032,0.0,0.007761437908496732,0.0004084967320261438,0.0,0.03431372549019608,0.01715686274509804,0.0,0.0016339869281045752,0.0,0.0,0.002042483660130719,0.002042483660130719,0.0,0.0,0.0,0.0,0.0,0.0,0.0004084967320261438,0.0,0.0008169934640522876,0.0,0.0,0.0,0.0,0.0,0.0,0.0004084967320261438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
¼,0.0,0.0,0.0,0.0033594624860022394,0.40985442329227323,0.0,0.0,0.027995520716685332,0.0929451287793953,0.07502799552071669,0.0,0.0,0.06270996640537514,0.04143337066069429,0.0,0.026875699888017916,0.0022396416573348264,0.0,0.07166853303471445,0.0,0.007838745800671893,0.010078387458006719,0.0,0.0,0.0,0.0,0.0,0.167973124300112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
j,0.0,0.005555555555555556,0.46111111111111114,0.0,0.0,0.3888888888888889,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005555555555555556,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ÿ,0.0,0.006359300476947536,0.22257551669316375,0.0,0.0,0.001589825119236884,0.006359300476947536,0.02384737678855326,0.0397456279809221,0.0,0.0,0.56120826709062,0.001589825119236884,0.05405405405405406,0.001589825119236884,0.006359300476947536,0.0,0.0,0.001589825119236884,0.0,0.02702702702702703,0.0,0.0,0.025437201907790145,0.0,0.0,0.009538950715421303,0.006359300476947536,0.0,0.0,0.0,0.0,0.0,0.0,0.0047694753577106515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
¶,0.0,0.0,0.0,0.0,0.21637426900584794,0.0,0.0,0.02046783625730994,0.1871345029239766,0.04093567251461988,0.0,0.0,0.029239766081871343,0.029239766081871343,0.0,0.13742690058479531,0.0029239766081871343,0.0,0.26608187134502925,0.014619883040935672,0.03216374269005848,0.023391812865497075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""",0.0,0.0,0.0,0.0625,0.0,0.125,0.0,0.0,0.0,0.0,0.0625,0.4375,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-,0.007662835249042145,0.007662835249042145,0.0038314176245210726,0.0038314176245210726,0.0421455938697318,0.007662835249042145,0.0,0.03065134099616858,0.0,0.0038314176245210726,0.019157088122605363,0.5019157088122606,0.022988505747126436,0.011494252873563218,0.0,0.01532567049808429,0.0038314176245210726,0.0,0.0,0.019157088122605363,0.011494252873563218,0.01532567049808429,0.0,0.06896551724137931,0.034482758620689655,0.0,0.0,0.038314176245210725,0.0,0.0,0.0,0.0,0.0,0.0,0.007662835249042145,0.0,0.0,0.0,0.0,0.0038314176245210726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06130268199233716,0.0,0.0,0.0,0.0,0.0,0.05747126436781609,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v,0.0,0.07046979865771812,0.42953020134228187,0.0,0.0,0.026845637583892617,0.0,0.0,0.0,0.0,0.0008389261744966443,0.006711409395973154,0.0008389261744966443,0.0,0.0,0.0008389261744966443,0.0050335570469798654,0.44798657718120805,0.0,0.0,0.0,0.008389261744966443,0.0,0.0016778523489932886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008389261744966443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
(,0.0,0.025,0.0,0.15,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
),0.0,0.0,0.0,0.022222222222222223,0.044444444444444446,0.0,0.0,0.08888888888888889,0.0,0.0,0.0,0.4888888888888889,0.022222222222222223,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15555555555555556,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
