,r,e,a,n,u,d,c,i,ã,³, ,l,p,­,o,s,m,t,",",v,1,7,b,y,±,q,h,.,g,"""",f,2,0,¡,x,z,(,),k,â,¿,©,?,4,3,j,6,-,º,9,8,:,;,5,¤,/,w,%,!,[,],‰,¼,š
"('³', 'n')",0.04460067684801842,0.08566679837144184,0.06773204377179572,0.04527065331294773,0.02582415694628163,0.033245434711652436,0.030002920410231743,0.04128515229080414,0.017410798646303963,0.009362491625294189,0.11978835615261721,0.03388105340914947,0.02210492862173816,0.007159299788699731,0.05520004810087441,0.05147223033447287,0.021473604645170157,0.03174657710741956,0.011913555857140403,0.008426242462764771,0.004797203277731013,0.0043033103708920994,0.010857054508598031,0.009079040043977943,0.005514421672879697,0.00982202676470083,0.008194327532596933,0.008950198416106923,0.010277267183178437,0.004277542045317895,0.008636683788287438,0.004616824998711584,0.0049045713009568635,0.006111387882015426,0.005303980347357029,0.005681915789112023,0.004414973115046984,0.004440741440621189,0.0043677311848276095,0.0043247839755372695,0.004316194533679201,0.005643263300750717,0.0043247839755372695,0.0043247839755372695,0.0043033103708920994,0.0058279363006991805,0.00434625758018244,0.004835855766092319,0.004694129975434197,0.004908866021885898,0.004350552301111474,0.004393499510401814,0.004341962859253406,0.004414973115046984,0.0042388895569565885,0.004376320626685678,0.004264657882530793,0.004281836766246929,0.004226005394169487,0.004226005394169487,0.004226005394169487,0.004234594836027555,0.004230300115098521,0.004226005394169487
"('n', ' ')",0.03477203338656975,0.06314440989407269,0.050215297098709345,0.03516989565286094,0.022432659695141563,0.02842598915331523,0.025604270952668495,0.03252876741705559,0.016746897520838386,0.011427958712619287,0.08171131565432822,0.028482423517328166,0.02033612307206104,0.009980417275687511,0.041614700023138086,0.039543558863863376,0.019681484449510993,0.026354847994040528,0.01285292640394589,0.01087208022709188,0.008445402574535686,0.00810397467225743,0.012452242419454054,0.011470284485628987,0.00889969920483981,0.011927402834133757,0.010773320090069243,0.010953910054910636,0.012105171080774505,0.00808704436305355,0.011035739882729389,0.008321246973707229,0.008499015220347973,0.009291918034729707,0.00876143501300812,0.00902103308746762,0.008180161063674892,0.008191447936477478,0.008146300445267131,0.008118083263260663,0.008112439826859372,0.008984350750859212,0.008112439826859372,0.008120904981461311,0.00810397467225743,0.009125436660891549,0.008132191854263898,0.008451046010936979,0.008360751028516283,0.008501836938548621,0.008135013572464544,0.008151943881668424,0.008129370136063251,0.008180161063674892,0.00806164889924773,0.008151943881668424,0.008084222644852904,0.008089866081254195,0.00805318374464579,0.00805318374464579,0.00805318374464579,0.008058827181047083,0.008056005462846436,0.00805318374464579
"(' ', 'd')",0.03341640205614951,0.06615748452723656,0.04779144012563592,0.03381364887089214,0.021898892740711707,0.026395726683598207,0.024398899361491953,0.031941292217405236,0.01674262908535245,0.011671111417138287,0.0776352691612001,0.02679032518624255,0.019528653412747385,0.010312527310718514,0.04007690698333417,0.03763781154081446,0.019139351534299614,0.02547411407339532,0.013008509026771788,0.01109377937971234,0.008855955656662227,0.008551399765359548,0.012592724027341174,0.011496322818651534,0.009298223777075681,0.011954480811654691,0.010950770526404996,0.011226194984626549,0.012235201894072813,0.008532861580671559,0.011223546672528263,0.008744726548534292,0.008922163459119331,0.00966633915873718,0.009168456484259757,0.009401507948908762,0.008620255879914936,0.008633497440406358,0.00859112444683381,0.008564641325850969,0.0085593447016544,0.009377673140024205,0.0085593447016544,0.008564641325850969,0.008551399765359548,0.009491550560250426,0.00857788288634239,0.008869197217153646,0.008792396166303408,0.008924811771217614,0.008580531198440674,0.00859642107103038,0.008575234574244105,0.008620255879914936,0.008511675083885286,0.00859642107103038,0.00852756495647499,0.008538158204868128,0.008503730147590432,0.008503730147590432,0.008503730147590432,0.008509026771787002,0.008506378459688718,0.008503730147590432
"('d', 'e')",0.032993963926667584,0.05720214456932284,0.04655340723817701,0.033732501264968795,0.02159646728714025,0.026035357794507732,0.02436406568637973,0.03079112937436432,0.016592812932836546,0.011801264457698931,0.08058490112799441,0.02728243814430355,0.019411521182477496,0.010490296794901282,0.03907348063192219,0.0377369580439238,0.01918663784071104,0.02515371287508241,0.013099454657896215,0.011246722580843005,0.009084775908860915,0.008790894269052473,0.013048344807494748,0.011632601951374088,0.00951154315971317,0.012074702157346786,0.011106170492238969,0.011377052699366749,0.012345584364474565,0.00877300582141196,0.01142305156472807,0.008977445223017832,0.009148663221862748,0.009866756620003372,0.009386324026229576,0.009618873845556253,0.008857337074574383,0.008880336507255043,0.008829226656853574,0.008803671731652842,0.008798560746612694,0.009588207935315372,0.008798560746612694,0.008803671731652842,0.008790894269052473,0.009731315516439482,0.008816449194253208,0.009097553371461281,0.009023444088379153,0.009151218714382821,0.00881900468677328,0.008834337641893722,0.008813893701733133,0.008857337074574383,0.008752561881251373,0.008834337641893722,0.008767894836371812,0.008778116806452107,0.008744895403691152,0.008744895403691152,0.008744895403691152,0.0087500063887313,0.008747450896211227,0.008744895403691152
"('e', 'l')",0.041639650487835,0.07876373965666296,0.0627045510682969,0.042241725330369274,0.02476997653451896,0.031431394343584045,0.028521365938001732,0.038872421884648636,0.017205446461652465,0.00997282944300358,0.110519328146227,0.03216469062615784,0.021423829813511177,0.007992929480054341,0.05118408052365073,0.04781477707793009,0.020856490058046188,0.03009216376435717,0.011929572681239965,0.009143046807459553,0.0058702297147091515,0.005426392491046066,0.011315919476349265,0.009718105471162157,0.0065147585525503265,0.010385791033716191,0.008923057922687414,0.009328300605162406,0.01079489317030999,0.0053993763122144,0.009320581696924787,0.0057081326417191556,0.005966716067679387,0.0070512226750648384,0.006325645300728664,0.006665277263183895,0.005526738298135112,0.005546035568729159,0.005484284302828208,0.005445689761640113,0.005437970853402494,0.0066305421761146096,0.005437970853402494,0.005445689761640113,0.005426392491046066,0.006796498703223416,0.005464987032234161,0.005889526985303198,0.005777602815857725,0.005970575521798196,0.00546884648635297,0.005492003211065827,0.005461127578115351,0.005526738298135112,0.005368500679263925,0.005492003211065827,0.005391657403976781,0.005407095220452019,0.005356922316907496,0.005356922316907496,0.005356922316907496,0.005364641225145115,0.005360781771026306,0.005356922316907496
"('l', ' ')",0.04094265491084255,0.07683324067475346,0.061184512460402456,0.0414239820304542,0.024480521176527655,0.031595953867220875,0.028480386852680322,0.03812931655280233,0.017215839766575,0.01015264412762258,0.1030898216104683,0.03150267341768374,0.02220447820782138,0.008238529303120417,0.05018115063300113,0.04719244502983109,0.020984369927875557,0.029969142827293113,0.012036909208272856,0.00938028200545504,0.006216209157155169,0.005757269345432431,0.01146230163912406,0.010078019767992866,0.006809472816211397,0.010693670734938005,0.009204914760325212,0.009525799506732983,0.011074254969049548,0.00573115081956203,0.009742210149659153,0.006063229219914257,0.006279639862840428,0.007328112115637908,0.0066303743531000835,0.006954990317489339,0.005854281012951058,0.005872937102858486,0.005813237615154716,0.005775925435339858,0.005768462999376887,0.006921409355655967,0.005768462999376887,0.005779656653321344,0.005768462999376887,0.007119163908674709,0.005794581525247287,0.006205015503210714,0.006096810181747628,0.006283371080821914,0.005802043961210259,0.005820700051117686,0.0057908503072658015,0.005858012230932544,0.0057013010757101445,0.005820700051117686,0.005723688383599058,0.0057386132555250005,0.005690107421765687,0.005690107421765687,0.005690107421765687,0.0056975698577286585,0.005693838639747173,0.005690107421765687
"(' ', 'p')",0.0385562513192148,0.06620393454859147,0.054337884178293605,0.03667187724648898,0.023306892954704665,0.028103481503461314,0.025796958693663795,0.03393402855316168,0.016885949482867795,0.011095170067819113,0.08728995806044068,0.028755058901985018,0.020186663158957355,0.009525878023487377,0.04551252833443969,0.04109220279046433,0.01972168773841462,0.027038932514323995,0.012639989721595966,0.010428297425198609,0.007843401172839317,0.007491610558612905,0.01215971905695643,0.010896331894560705,0.008354262325672455,0.011422488291490644,0.010263108788953163,0.010581249866166615,0.011746747466342815,0.007470197216877385,0.010578190817347254,0.007714921122426193,0.00791987739332332,0.008779470111563511,0.00820436893352381,0.0084735652296275,0.007571145827916268,0.0075864410720130684,0.007537496290903307,0.0075069058027097055,0.007500787705070986,0.008446033790253259,0.007500787705070986,0.0075069058027097055,0.007491610558612905,0.008577572889485744,0.007522201046806506,0.00785869641693612,0.007769984001174675,0.00792293644214268,0.007525260095625866,0.007543614388542027,0.007519141997987147,0.007571145827916268,0.007445724826322504,0.007543614388542027,0.007464079119238664,0.007476315314516104,0.007436547679864423,0.007436547679864423,0.007436547679864423,0.007442665777503144,0.007439606728683783,0.007436547679864423
"('p', 'e')",0.04826066909165428,0.09159839596849689,0.07246086563674554,0.04793930389503933,0.026705913585364373,0.03483785029970797,0.031712690199292994,0.04345882100890041,0.017628511147646346,0.008853844040072842,0.12487133748468854,0.03569016669073024,0.022672547494515832,0.006464563665239929,0.058791201114066015,0.05459482369160118,0.021987899901727455,0.033482527513984034,0.01120586468196489,0.007838516317434294,0.003902957025555519,0.003367348364530597,0.010474642423000433,0.008546451243310712,0.004680753950696058,0.009426712434038628,0.0075870131200834615,0.008071389648314695,0.009850541896240957,0.0033347460982073407,0.008066732181697086,0.0037073434276159822,0.0040193936909957186,0.005328141810543572,0.004452538086433265,0.0048717100820179875,0.0034884424965884054,0.0035117298296764455,0.0034372103637947174,0.003390635697618637,0.003381320764383421,0.004820477949224298,0.003381320764383421,0.003390635697618637,0.003367348364530597,0.005020749013781443,0.003413923030706677,0.003940216758496384,0.0037911778267329262,0.004024051157613328,0.003418580497324285,0.003446525297029933,0.003409265564089069,0.0034884424965884054,0.003297486365266477,0.003451182763647541,0.0033254311649721247,0.0033440610314425566,0.0032835139654136527,0.0032835139654136527,0.0032835139654136527,0.0032928288986488687,0.0032881714320312605,0.0032835139654136527
"('e', 'r')",0.04100733379589218,0.07683699277065288,0.06173668464677663,0.04148108358139917,0.024459664122593015,0.03113692487895133,0.028346650551713332,0.038384923565881066,0.017476517677954596,0.010153912725590694,0.10388922461708334,0.031509956206122194,0.02123667345583682,0.008240262017204203,0.05077329394122517,0.04692361064482194,0.020815148056133752,0.029790281787864546,0.012082484687064018,0.0095458716623022,0.0061885897177644976,0.005759603691518013,0.011452061744145273,0.00990771204965793,0.006811552034139827,0.01055305624566351,0.009139267515685967,0.00954214134903049,0.011011884778083663,0.005733491498616053,0.00954214134903049,0.006031916560352738,0.006281847549557211,0.007330065578907316,0.006628766683826107,0.00700925863754038,0.005856591836582436,0.005875243402940979,0.005815558390593642,0.0057782552578765555,0.005770794631333139,0.006923461432291084,0.005770794631333139,0.0057782552578765555,0.005759603691518013,0.007095055842789678,0.0057969068242350996,0.006210971597394749,0.006099062199243492,0.00628557786282892,0.005800637137506807,0.005823019017137059,0.00579317651096339,0.005856591836582436,0.005703648992442385,0.005823019017137059,0.005726030872072636,0.005740952125159471,0.005692458052627259,0.005692458052627259,0.005692458052627259,0.005699918679170676,0.005696188365898968,0.005692458052627259
"('r', 'ã')",0.050314756051223604,0.09940745761319408,0.07797015722398513,0.051115766556784466,0.027865923164607658,0.036733520235784634,0.03286196945890714,0.04633537693705907,0.017807079700545306,0.00836953284656541,0.13607936165624326,0.03749858796224982,0.02341928792219929,0.006526181747229839,0.06298201834108672,0.058530248415950385,0.022664489561190014,0.03494665064645656,0.010777699045975949,0.007065323433665034,0.002726516528543701,0.002136028014828964,0.009971553857687134,0.007845795208314079,0.0035840085441120593,0.008734095320250162,0.006788050566355505,0.007322057570062746,0.009278371689413312,0.002100085235733284,0.007316922887334792,0.002510859853969623,0.002854883596742557,0.005006315659755384,0.003332409090442302,0.0037842611705022743,0.002269529765755774,0.002295203179395545,0.0022130482557482776,0.0021617014284687347,0.0021514320630128267,0.003907493555973176,0.0021514320630128267,0.0021617014284687347,0.002136028014828964,0.003958840383252719,0.002187374842108506,0.0027521899421834722,0.0026032841430727992,0.002860018279470511,0.0021925095248364604,0.0022233176212041856,0.002182240159380552,0.002269529765755774,0.00205900777390965,0.0022233176212041856,0.002089815870277376,0.0021103546011891922,0.0020436037257257874,0.0020436037257257874,0.0020436037257257874,0.0020538730911816958,0.0020487384084537414,0.0020436037257257874
"('ã', '\xad')",0.04728947701362173,0.09207203070161053,0.07385817842733906,0.04810949866219326,0.026774878285358163,0.03490949303918766,0.03148883130514646,0.04362983754199683,0.017595321659348948,0.008814061262645907,0.125805378404847,0.03556551035804488,0.022716942584427087,0.006410226372833386,0.05898064280325572,0.055030481376136905,0.022046867751594357,0.033803635273114065,0.011274126208360472,0.007801920256409054,0.0038330154773228878,0.0032941441082616012,0.010449418721797114,0.008504795955184646,0.0046155504219597115,0.009315445927772493,0.007539513328866167,0.008045583831984594,0.009812144754907244,0.0032613432423187405,0.008092442211902966,0.0036362102816657224,0.003950161427118819,0.005266881902825092,0.004385944360359685,0.004798298103641365,0.00341597589604937,0.0034394050860085566,0.0033644316781391605,0.0033175732982207874,0.003308201622237113,0.004756125561714829,0.003308201622237113,0.0033175732982207874,0.0032941441082616012,0.004962302433355669,0.003341002488179974,0.0038564446672820735,0.003720555365518793,0.003954847265110656,0.0033456883261718112,0.0033738033541228347,0.0033363166501881366,0.00341597589604937,0.0032238565383840424,0.0033738033541228347,0.003251971566335066,0.0032707149183024147,0.0032097990244085305,0.0032097990244085305,0.0032097990244085305,0.0032191707003922047,0.0032144848624003674,0.0032097990244085305
"('\xad', 'o')",0.05513002529811462,0.11099036568337042,0.08659784177285447,0.05604145852686684,0.029586524810264136,0.039822621071635145,0.03527129744857121,0.0506020717578392,0.018141026764587315,0.0071921429781664995,0.15274686110575544,0.040547093638079214,0.02452690188654993,0.0041949298605390315,0.06954352385793326,0.06448390093421906,0.023668051344071885,0.037643360851605814,0.010148458450914062,0.005918473466192254,0.0009815434771177677,0.0003096535969478671,0.00922534018076759,0.0068065366121559485,0.0019572444335384056,0.007817292692759364,0.0056029773485472565,0.006216442021745861,0.008436599886655098,0.0002687559520679602,0.006204756980351602,0.0007361576078383258,0.0011276064945460068,0.002769354810439416,0.0016709609193790568,0.002185102740726459,0.00046155913507323597,0.0004907717385588837,0.0003972914074048107,0.000338866200433515,0.00032718115903925584,0.0021325200544522927,0.00032718115903925584,0.000338866200433515,0.0003096535969478671,0.0023837484444288646,0.0003680788039191629,0.001016598601300545,0.0008413229803866581,0.0011334490152431363,0.00037392132461629244,0.00040897644879906987,0.0003622362832220333,0.00046155913507323597,0.00022201578649092362,0.00040897644879906987,0.00025707091067370103,0.0002804409934622193,0.00020448822439953494,0.00020448822439953494,0.00020448822439953494,0.00021617326579379404,0.00021033074509666446,0.00020448822439953494
"('o', 'd')",0.051294077966155295,0.10181871841221826,0.07984758812958172,0.052058245366246994,0.028384866323406185,0.03729663924447559,0.03332296876399876,0.047352028205682246,0.017870976922144517,0.007994772040959374,0.13926292101671156,0.03808188712456983,0.02363121808283575,0.005291200480634944,0.06504382104780528,0.059668298647160195,0.022856510442742787,0.035462637484255516,0.010656182641278742,0.006845885880821507,0.0023926344802871163,0.0017865706802143886,0.009828773801179453,0.007646944120917634,0.00327274452039273,0.008558674881027042,0.006561299400787357,0.007109391880853128,0.009117307601094077,0.0017496798402099618,0.007104121760852494,0.002171289440260555,0.0025243874803029267,0.004005291200480635,0.0030145086403617414,0.003478279200417394,0.0019235938002308314,0.0019604846402352582,0.0018656224802238747,0.0018129212802175507,0.0018023810402162858,0.003430848120411702,0.0018023810402162858,0.0018129212802175507,0.0017865706802143886,0.0036574632804388958,0.001839271880220713,0.0024189850802902786,0.002266151600271938,0.0025296576003035593,0.001844542000221345,0.0018761627202251397,0.0018340017602200803,0.0019235938002308314,0.0017075188802049023,0.0018761627202251397,0.0017391396002086968,0.0017602200802112266,0.0016917085202030051,0.0016917085202030051,0.0016917085202030051,0.00170224876020427,0.0016969786402036375,0.0016917085202030051
